id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,regime_tramitacao,forma_apreciacao,relator_id,relator_id_parlametria,id_leggo,uri_prop_principal,sigla,status,,
135032,PLS,546,"Altera a Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para prever expressamente a possibilidade de doação direta, dedutível do Imposto de Renda, em favor dos Fundos dos Direitos da Criança e do Adolescente e de projetos de organizações da sociedade civil aprovados pelos conselhos dos respectivos Fundos.",2018-12-21T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,cd31b9b04df01f8bc54c1ac53a7e3368,NA,PLS 546/2018,Ativa,,
597779,PL,6612,"Altera a Lei nº 10.147, de 21 de dezembro de 2000, para estabelecer metodologia de atualização da lista e modos de utilização do crédito presumido para os produtos incluídos no regime especial de contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/Pasep, e da Contribuição para o Financiamento da Seguridade Social - Cofins.",2013-10-22T20:13:00Z,camara,camara,Ordinária,Conclusiva,178888,1178888,109af91b74da01f2f910f26989b2888c,NA,PL 6612/2013,Ativa,,
2122658,PL,6801,"Altera o inciso II, do artigo 7º, da Lei Nº 12.546, de 14 de dezembro de 2011, alterado pela Lei nº 12.715 de 2012 para determinar a alíquota de contribuição sobre da receita bruta.",2017-02-02T17:55:00Z,camara,camara,Ordinária,Conclusiva,178860,1178860,ccfd5b4aca9022e91cbccb81ac8bfd21,NA,PL 6801/2017,Ativa,,
569302,PL,5238,"Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, a Lei nº 8.036, de 11 de maio de 1990, e a Lei nº 7.998, de 11 de janeiro de 1990, para aplicar seus preceitos aos empregados domésticos, e revoga a Lei nº 5.859, de 11 de dezembro de 1972.",2013-03-26T18:34:00Z,camara,camara,Ordinária,Conclusiva,179000,1179000,b56e51bd19984e8d91cd65a40977e4b5,NA,PL 5238/2013,Ativa,,
2279964,PLP,30,"Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir que os jornalistas sejam incluídos como microempreendedores individuais.",2021-04-30T12:23:00Z,camara,senado,Urgência,Plenário,204380,1204380,e2fe04e4acf2b056cc6f4ef976c819bf,NA,PLP 30/2021,Ativa,,
147438,PLP,30,"Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir que os jornalistas sejam incluídos como microempreendedores individuais.",2021-03-12T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,e2fe04e4acf2b056cc6f4ef976c819bf,NA,PLP 30/2021,Ativa,,
474199,PL,7172,"Reduz para 60 (sessenta) anos a idade mínima do beneficiário da parcela isenta do imposto de renda incidente sobre rendimentos pagos pela previdência social. Altera a Lei nº 9.250, de 1995.",2010-04-22T15:32:00Z,camara,senado,Prioridade,Plenário,178884,1178884,5446bc19a85efef4ee24b9f909f6f335,NA,PL 7172/2010,Ativa,,
475045,PLP,571,"Acrescenta inciso IV ao § 3º do art. 198 da Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), dispondo sobre a nota fiscal referente ao fornecimento de bens ou serviços a entidade integrante da Administração Direta, a autarquia e à fundação pública.",2010-04-29T14:33:00Z,camara,camara,Prioridade,Plenário,141372,1141372,97771a7ffc69d5ae2da82d61a872c5cf,NA,PLP 571/2010,Ativa,,
42688,PEC,470,"Altera o inciso I do art. 159, e sua alínea 'c', da Constituição Federal, para definir novo percentual de participação no produto da arrecadação do Imposto de Renda e do IPI, destinada aos programas de financiamento das Regiões Norte, Nordeste e Centro-Oeste. Aumenta para 4% (quatro por cento) o percentual de distribuição da receita tributária da União a ser aplicado em programas de financiamento do setor produtivo, distribuindo-se o aumento em nove décimos por cento para a região norte e região nordeste, respectivamente, e dois décimos para o centro-oeste.",2001-12-11T00:00:00Z,camara,senado,Especial,Plenário,204499,1204499,00f775c2edecdf03dd9261c335ea8662,NA,PEC 470/2001,Ativa,,
2218523,PL,4856,Cria o Programa Renda  Básica Universal,2019-09-03T21:04:00Z,camara,camara,Ordinária,Plenário,178959,1178959,61aa2c3ede3cefc0a8a29a1e0aebc253,NA,PL 4856/2019,Ativa,,
2197918,PL,2267,"Revoga a Lei n.º 13.586, de 28 de dezembro de 2017, que dispõe sobre o tratamento tributário das atividades de exploração e de desenvolvimento de campo de petróleo ou de gás natural; institui regime tributário especial para as atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos, altera as Leis nos 9.481, de 13 de agosto de 1997, e 12.973, de 13 de maio de 2014; e revoga dispositivo do Decreto-Lei no 62, de 21 de novembro de 1966.",2019-04-11T17:26:00Z,camara,camara,Ordinária,Conclusiva,178937,1178937,38584f6895ee0be9ce34874a2daa5b8d,NA,PL 2267/2019,Ativa,,
2250438,PL,2128,"Dispõe sobre a compensação integral de saldos de prejuízo fiscal e bases negativas de CSLL no ano-calendário de 2020, para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do Coronavírus SARS-CoV-2 (Covid-19), de que trata a Lei nº 13.979, de 6 de fevereiro de 2020.",2020-04-23T11:23:00Z,camara,camara,Prioridade,Conclusiva,NA,NA,05066540ec0cf09cbfab89d9b1c510de,NA,PL 2128/2020,Ativa,,
119893,PLS,87,"Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), para vedar expressamente a transferência da responsabilidade pela cobrança da dívida ativa dos entes federados a pessoas físicas ou a pessoas jurídicas de direito privado.",2015-03-04T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,f61bf71cdb751b400f0170281ccb4174,NA,PLS 87/2015,Ativa,,
2208695,PLP,162,"Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), para permitir à Fazenda Pública confirmar informação prestada por beneficiário de ação ou programa que acarrete despesa pública e divulgar incentivo ou benefício tributário de natureza setorial cujos beneficiários sejam pessoas jurídicas.",2019-06-18T19:58:00Z,camara,senado,Prioridade,Plenário,204545,1204545,c915c32018db9f5d94d61502d1f72576,NA,PLP 162/2019,Ativa,,
2288389,PL,2337,Altera a legislação do Imposto sobre a Renda e Proventos de Qualquer Natureza das Pessoas Físicas e das Pessoas Jurídicas e da Contribuição Social sobre o Lucro Líquido.,2021-06-25T19:11:00Z,camara,camara,Indefinido,Indefinido,204496,1204496,68246249b6516edd15570653b25ba4d2,NA,PL 2337/2021,Ativa,,
2190515,PL,72,"Altera a Lei n. 9.613, de 3 de março de 1998, que dispõe sobre os crimes de ""lavagem"" ou ocultação de bens, direitos e valores.",2019-02-04T16:55:00Z,camara,camara,Ordinária,Conclusiva,178879,1178879,e14c2b136639217081a9ede4a7341d53,NA,PL 72/2019,Ativa,,
2190533,PL,90,"Altera os arts. 110, 112 e 117 do Código Penal, relativos ao sistema prescricional penal, extinguindo a prescrição retroativa, redefinindo o termo inicial da prescrição da pretensão executória e ajustando o rol de causas interruptivas da prescrição.",2019-02-04T17:10:00Z,camara,camara,Ordinária,Plenário,204398,1204398,3395b0a9ddb9503bf9d0588295860bd2,https://dadosabertos.camara.leg.br/api/v2/proposicoes/1700692,PL 90/2019,Ativa,,
2125887,PL,7149,"""Altera a Lei nº 12.846, de 01 de agosto de 2013, que dispõe sobre a responsabilização administrativa e civil de pessoas jurídicas pela prática de atos contra a administração pública, nacional ou estrangeira, e dá outras providências, para estabelecer diretrizes a serem observadas nos programas de compliance implantados pelas empresas que contratam com a administração pública.""",2017-03-16T13:03:00Z,camara,camara,Prioridade,Conclusiva,204536,1204536,d887f8c37f86dba6b0a168b7fe45722c,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2243116,PL 7149/2017,Ativa,,
2207516,PL,3445,"Altera a Lei nº 9.784, de 29 de janeiro de 1999.",2019-06-11T19:10:00Z,camara,camara,Ordinária,Conclusiva,204516,1204516,2969e6a30383edfcf4404cd05e4732a0,NA,PL 3445/2019,Ativa,,
2225164,PDL,661,"Susta o decreto 10.046, de 2019, que ""estabelece as normas e as diretrizes para o compartilhamento de dados entre os órgãos e as entidades da administração pública federal direta, autárquica e fundacional e os demais Poderes da União"".",2019-10-15T10:16:00Z,camara,camara,Ordinária,Plenário,204425,1204425,6240c3492e6ef1637500a4d312b42bdb,NA,PDL 661/2019,Ativa,,
2191420,PL,542,"Dispõe sobre a isonomia no tratamento dos veículos de imprensa em entrevistas coletivas de imprensa concedidas por representantes dos Poderes da República, Órgãos Públicos ou de Instituições Públicas",2019-02-06T18:49:00Z,camara,camara,Ordinária,Conclusiva,74784,174784,20720c9590ffc412742b4bd358bfe48e,NA,PL 542/2019,Ativa,,
2125925,PRC,217,Dispõe sobre a garantia de ampla transparência e participação da sociedade no processo legislativo da Câmara dos Deputados.,2017-03-16T14:31:00Z,camara,camara,Prioridade,Plenário,204556,1204556,34d9177f10029c26f5347976763e50f3,NA,PRC 217/2017,Ativa,,
2252770,PL,2676,"Acrescentar o art. XX e seu parágrafo único à Lei nº 8.666, de 21 de junho de 1993 - Lei das Licitações e Contratos da Administração Pública.",2020-05-14T17:35:00Z,camara,camara,Ordinária,Plenário,NA,NA,904b608821bdc8dbf6c9d24bc3f7cc3c,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2250315,PL 2676/2020,Ativa,,
2190528,PL,85,"Altera a Lei nº 12.846, de 1º de agosto de 2013, para acrescentar disposições que tornam obrigatória a exigência de programa de integridade para a contratação com a Administração Pública em geral.",2019-02-04T17:07:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,7b12043006a8ff0d3214664807f94b21,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2187932,PL 85/2019,Ativa,,
2190525,PL,82,"Acrescenta o art. 312-A ao Decreto-Lei n. 2.848, de 7 de dezembro de 1940. Código Penal, para tornar crime o enriquecimento ilícito de agentes públicos.",2019-02-04T17:04:00Z,camara,camara,Ordinária,Plenário,NA,NA,c7f4c574548d30eba5a929b39e1d91af,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2174004,PL 82/2019,Ativa,,
2255564,PL,3395,"Acrescenta o art. 21-A à Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), proibindo os provedores de plataformas digitais de remover conteúdos publicados por seus usuários, salvo por força de cumprimento de ordem judicial.",2020-06-18T12:00:00Z,camara,camara,Prioridade,Plenário,204532,1204532,a0969669146ec261de8c8eaae311a417,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2237042,PL 3395/2020,Ativa,,
2190547,PL,98,"Altera a Lei n 8.429, de 2 de junho de 1992, para tipificar como improbidade a obstrução de transição de mandato político e para transferir a previsão da omissão de prestação de contas do art. 11 para o 10º, criando, no tocante aos efeitos da condenação, uma presunção relativa de dano.",2019-02-04T17:18:00Z,camara,camara,Prioridade,Plenário,NA,NA,435e5e4ab7c11dc05b7938b89c4c2880,https://dadosabertos.camara.leg.br/api/v2/proposicoes/344542,PL 98/2019,Ativa,,
2198091,PL,2286,"Altera a Lei nº 8.429, de 2 de junho de 1992, que ""Dispõe sobre as sanções aplicáveis aos agentes públicos nos casos de enriquecimento ilícito no exercício de mandato, cargo, emprego ou função na administração pública direta, indireta ou fundacional e dá outras providências.",2019-04-15T17:32:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,627d8d6d1b9291240e3b024de2686230,NA,PL 2286/2019,Ativa,,
2221658,PL,5204,Dispõe sobre o acesso a informação ambiental.,2019-09-24T17:29:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,75f60888c2d90329aeb6c7f400eb43b9,NA,PL 5204/2019,Ativa,,
2139993,PLP,381,"Altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para regulamentar a transição administrativa dos Poderes Executivos.",2017-06-01T11:53:00Z,camara,senado,Prioridade,Plenário,178977,1178977,9d780e5946c32dfde226f326ba511689,NA,PLP 381/2017,Ativa,,
128328,PLS,55,"Altera a Lei Complementar nº 101, de 4 de maio de 2000, que estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências para regulamentar a transição administrativa dos Poderes Executivos.",2017-03-15T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,9d780e5946c32dfde226f326ba511689,NA,PLS 55/2017,Ativa,,
2084012,PL,5237,"Altera a destinação do resultado, produto ou valor proveniente da decretação da perda, em favor da União, de bens, direitos e valores relacionados, direta ou indiretamente, à prática de crimes contra a Administração Pública e daqueles previstos na Lei nº 9.613, de 3 de março de 1998, que ""dispõe sobre os crimes de ''lavagem'' ou ocultação de bens, direitos e valores"". Altera o Decreto-lei  nº 2.848, de  1940 e a Lei nº 9.613, de 1998.",2016-05-10T19:17:00Z,camara,camara,Ordinária,Conclusiva,160587,1160587,f2105df211ecf0a62b56d2a70df6164c,NA,PL 5237/2016,Ativa,,
2143025,PRC,252,Dispõe sobre a publicação mensal dos gastos dos Deputados com a contratação de assessores nas respectivas páginas virtuais dos parlamentares.,2017-06-28T17:59:00Z,camara,camara,Ordinária,Plenário,178946,1178946,624e3d991e4929cb0d46ea889896a1e0,NA,PRC 252/2017,Ativa,,
2193976,PRC,40,"Acrescenta Art. 259A ao Regimento Interno, criando novos credenciamentos junto à Câmara dos Deputados.",2019-03-14T12:14:00Z,camara,camara,Prioridade,Plenário,NA,NA,213f202ea4fae21a7f0dac6fdc7b0e8c,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2113144,PRC 40/2019,Ativa,,
2081141,PL,4894,"Dispõe sobre os procedimentos a serem observados pelos órgãos de Segurança Pública da União, Estados, Distrito Federal e Municípios em relação a sua transparência e prestação de contas e cria a Lei de Acesso à Informação na Segurança Pública - LAISP.",2016-03-31T16:06:00Z,camara,camara,Ordinária,Plenário,74041,174041,94c76be6901bb723144e8934778bbbe6,NA,PL 4894/2016,Ativa,,
2255639,PL,3414,"Altera a Lei nº 12.527, de 18 de novembro de 2011 -  Lei de Acesso à Informação – para dar publicidade a todas as peças integrantes dos procedimentos de fiscalização e demais processos em curso no âmbito dos órgãos de controle interno e externo.",2020-06-18T17:54:00Z,camara,camara,Prioridade,Plenário,204519,1204519,78c5d59788e6d16773897869333fc3dd,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2024102,PL 3414/2020,Ativa,,
2244115,PL,1622,"Altera a Lei 13.979 de 2020, para dispor sobre a obrigatoriedade da notificação compulsória e imediata dos diagnósticos de casos de síndrome respiratória aguda assim como dos casos suspeitos e confirmados da COVID-19.",2020-04-06T18:41:00Z,camara,camara,Urgência,Plenário,204412,1204412,5e50d9aa64d52594ea44b8708c2f607b,NA,PL 1622/2020,Ativa,,
2199122,PL,2486,"Altera a Lei nº 12.527, de 18 de novembro de 2011, para assegurar o direito de obter informações sobre processos disciplinares.",2019-04-24T11:47:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,4ccc7721ecee2ddd4e4b9a8ea86890a6,NA,PL 2486/2019,Ativa,,
2195466,PL,1764,"Altera a Lei nº 8.429, de 2 de junho de 1992, que ""dispõe sobre as sanções aplicáveis aos agentes públicos nos casos de enriquecimento ilícito no exercício de mandato, cargo, emprego ou função na administração pública direta, indireta ou fundacional"", para tratar da pena de cassação da aposentadoria no caso em que especifica.",2019-03-26T18:27:00Z,camara,camara,Ordinária,Conclusiva,204516,1204516,687404f05fcd48fe5b0ff342a012cb2a,NA,PL 1764/2019,Ativa,,
436641,PL,5317,"Autoriza as providências para a divulgação, pela internet, das informações relativas a gastos públicos classificados como indenizatórios.",2009-06-01T11:40:00Z,camara,senado,Prioridade,Plenário,204519,1204519,39852d660e1fb623caf0ecaed957c46d,NA,PL 5317/2009,Ativa,,
2190541,PL,95,"Altera a Lei nº 8.429, de 2 de junho de 1992, para criar a celeridade ao processamento de ações de improbidade administrativa.",2019-02-04T17:15:00Z,camara,camara,Prioridade,Plenário,NA,NA,c50d4cd7ba2f59b8ed70309e6a990343,https://dadosabertos.camara.leg.br/api/v2/proposicoes/342781,PL 95/2019,Ativa,,
2255242,PRC,38,"Acresce o Dispositivo 18-A, ao Código de Ética e Decoro Parlamentar da Câmara dos Deputados, instituído pela Resolução nº 25, de 2001, para alterar as declarações obrigatórias.",2020-06-16T16:44:00Z,camara,camara,Prioridade,Plenário,NA,NA,c184fbad17d44c5c9a2cabedf29915b0,NA,PRC 38/2020,Ativa,,
2190539,PL,92,"Altera o art. 515, inciso VI, e o art. 521, da Lei nº 13.105, de 16 de março de 2015, Código de Processo Civil, e o art. 63 e seu parágrafo único do Decreto-Lei nº 3.689, de 3 de outtubro de 1941, Código de Processo Penal, para redefinir a execução cível da pena criminal quanto ao ressarcimento do dano.",2019-02-04T17:12:00Z,camara,camara,Ordinária,Conclusiva,204543,1204543,1c3f6fa08c25a68cabde17c87effe405,NA,PL 92/2019,Ativa,,
2190509,PL,66,Institui o Sistema Nacional de Controle Social e Integridade Pública (SNCSI) e dá outras providências.,2019-02-04T16:52:00Z,camara,camara,Ordinária,Plenário,NA,NA,3ec99216850c58fb958b2ec5bcb0d2ad,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2074450,PL 66/2019,Ativa,,
2190546,PL,99,"Inclui o parágrafo único ao art. 2º da Lei n. 8.429, de 2 de junho de 1992.",2019-02-04T17:18:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,1e1f5151b68d5091f58046145169b161,NA,PL 99/2019,Ativa,,
2190526,PL,83,"Altera a Lei nº 9.096, de 19 de setembro de 1995, a fim de prever a responsabilização dos partidos políticos por atos de corrupção e similares; acrescenta os arts. 32- A e 32-B à Lei nº 9.504, de 30 de setembro de 1997, para tornar crime o ""Caixa 2"", e altera a redação do art. 105-A da mesma lei.",2019-02-04T17:04:00Z,camara,camara,Prioridade,Plenário,NA,NA,4c91ef68af92d9c8024193f1b7301126,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2074436,PL 83/2019,Ativa,,
2190527,PL,84,"Altera dispositivos da Lei n. 12.846, de 1º de agosto de 2013, para estimular as empresas à adoção de programas de integridade.",2019-02-04T17:06:00Z,camara,camara,Prioridade,Conclusiva,NA,NA,f3cdbd5b79ae8f00ac80fd986ed75cec,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2187933,PL 84/2019,Ativa,,
2024502,PL,3394,Altera dispositivos da Lei 12.846/13 e da Lei 8.429/92 visando destinar os valores recebidos de multas a medidas educativas anticorrupção.,2015-10-22T13:52:00Z,camara,camara,Ordinária,Plenário,204547,1204547,4693098afa24f1ad2b0b05f024c72ed7,NA,PL 3394/2015,Ativa,,
2190561,PL,107,Institui no Brasil a notificação para explicar riqueza incompatível com a renda e capacidade econômica de seu detentor.,2019-02-04T17:24:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,255f149273b50669041c592a46d046d9,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189995,PL 107/2019,Ativa,,
2190520,PL,77,"Tipifica legalmente o beneficiário final, disciplina e regula a coleta e o compartilhamento de dados sobre beneficiário final e dá outras disposições.",2019-02-04T16:59:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,342579f0ca7d549eb47dcf9a15650baf,NA,PL 77/2019,Ativa,,
2190531,PL,88,"Regula a cooperação jurídica internacional direta para tutela de urgência e o emprego de meios especiais de obtenção de prova, disciplina a transferência de processos penais e dá outras providências.",2019-02-04T17:09:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,51dec4f5bbbfe2273387bf465137dfa1,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2189997,PL 88/2019,Ativa,,
431269,PL,5082,"Dispõe sobre transação tributária, nas hipóteses que especifica, altera a legislação tributária e dá outras providências. Altera as Leis nºs 9.430, de 1996; 10.522, de 2002; 10.406, de 2002 e o Decreto nº 70.235, de 1972. PROJETO DO 2º PACTO REPUBLICANO.",2009-04-20T17:00:00Z,camara,camara,Prioridade,Plenário,178896,1178896,59ffc8621fa27aa0b2c6a1febcd68b55,NA,PL 5082/2009,Ativa,,
2190073,PL,11245,"Disciplina a realização de pesquisas de opinião pública relativas às eleições e aos candidatos. Revoga dispositivos da Lei nº 9.504, de 1997.",2018-12-19T20:36:00Z,camara,camara,Prioridade,Plenário,204430,1204430,8e2d972de07836aa87b2ac26d0de6927,NA,PL 11245/2018,Ativa,,
2190535,PL,91,"Altera o art. 17-C da Lei n. 9.613, de 3 de março de 1998, e acrescenta os artigos 17-F e 17-G à Lei n. 9.613, de 3 de março de 1998, com o fim de garantir o rastreamento célere de recursos.",2019-02-04T17:08:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,aa0b034b520b5ed6fea7187b113cb11c,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2074433,PL 91/2019,Ativa,,
2190542,PL,96,"Altera o art. 23 da Lei nº 8.429, de 2 de junho de 1992, para modificar as regras de prescrição da ação de improbidade administrativa",2019-02-04T17:16:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,faf84ebe7b1db46cce91b2b6b15a8bf9,https://dadosabertos.camara.leg.br/api/v2/proposicoes/1150818,PL 96/2019,Ativa,,
2213233,PL,4178,"Altera a Lei nº 12.527, de 18 de novembro de 2011, para criar o Instituto Nacional de Acesso à Informação e dar outras disposições.",2019-08-02T16:32:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,73c68a223c49ef09696409cb8091597d,NA,PL 4178/2019,Ativa,,
2190517,PL,74,"Altera a Lei nº 9.096, de 19 de setembro de 1995, a Lei nº 9.504, de 30 de setembro de 1997, e a Lei nº 12.527, de 18 de novembro de 2011, a fim de estabelecer a responsabilização dos partidos políticos por atos de corrupção, promover transparência, ampliar a democracia partidária, e dá outras providências.",2019-02-04T16:57:00Z,camara,camara,Prioridade,Plenário,NA,NA,4e421954c24dbd0bcb0f8610af731cfb,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2074436,PL 74/2019,Ativa,,
2190513,PL,69,"Disciplina a ação civil de extinção de domínio, por meio da qual poderá ser decretada a perda civil de bens, direitos e valores que sejam provenientes de infração penal, ou de outras atividades ilícitas, ou que estejam relacionados com a sua prática na forma desta lei, e a sua transferência em favor da União ,dos Estados ou do Distrito Federal.",2019-02-04T16:54:00Z,camara,camara,Prioridade,Plenário,NA,NA,8c7300dfa1c7703bb2926560d81b3d74,https://dadosabertos.camara.leg.br/api/v2/proposicoes/946166,PL 69/2019,Ativa,,
2190555,PL,104,Acrescenta o art. 100-A ao Código Penal para estabelecer hipóteses em que o Ministério Público pode deixar de propor a ação penal ou dela desistir.,2019-02-04T17:20:00Z,camara,camara,Ordinária,Conclusiva,160587,1160587,e8f21b6c1b5503b10f78575fd629d056,NA,PL 104/2019,Ativa,,
2190559,PL,103,"Altera os arts. 382, 574, 584, 600, § 4º, 613, inc. I, 619, 620 e 584, do Decreto-Lei nº 3.689 de 3 de outubro de 1941, Código de Processo Penal, e acrescenta os arts. 578-A, 580-A, 620-A E 667-A, e também ao mesmo diploma, no intuito de melhorar a eficiência da Justiça",2019-02-04T17:22:00Z,camara,camara,Especial,Plenário,NA,NA,ca014fd0c07d6afeb39e1f526b9eaefd,https://dadosabertos.camara.leg.br/api/v2/proposicoes/490263,PL 103/2019,Ativa,,
2209991,PL,3787,"Altera a Lei nº 9.613, de 3 de março de 1998 (Lei dos Crimes de Lavagem de Dinheiro), para incluir no rol de seu art. 9º os prestadores de serviços de advocacia, bem como altera o Código Penal, introduzindo o § 3º-A em seu art. 180, e altera o Código de Processo Penal, introduzindo o § 3º em seu art. 330.",2019-07-01T15:10:00Z,camara,camara,Ordinária,Plenário,160587,1160587,c6c01ec65ff7c8d7bacf03681ec9aa1f,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193319,PL 3787/2019,Ativa,,
2138723,PL,7688,Dispõe sobre vedação de recebimento de vantagem econômica em caso de colaboração premiada. Altera a Lei nº 12.850 de 2013.,2017-05-22T18:57:00Z,camara,camara,Ordinária,Conclusiva,178840,1178840,0f1bda16401083e4a5dae54c7f2831f6,NA,PL 7688/2017,Arquivada,,
2152285,PEC,360,"aAcrescenta os Arts. 17-A e 149-B para instituir o Fundo especial de Financiamento da Democracia e a contribuição sobre os salários de Presidente, Vice-Presidente, Governadores, Vice-Governadores, Prefeitos, Vice-Prefeitos, Senadores, Deputados, Vereadores e ocupantes de cargos em comissão declarados em lei de livre nomeação e exoneração nos poderes Executivo e Legislativo, nas três esferas da federação.",2017-09-20T13:25:00Z,camara,camara,Especial,Plenário,204476,1204476,bfe0f39818330d7a40803c6d5ac5ba43,NA,PEC 360/2017,Ativa,,
2195396,PL,1745,"Altera a Lei nº 12.527, de 18 novembro de 2011 - Lei de Acesso à Informação, para ampliar as hipóteses de acesso a dados públicos pelos administrados.",2019-03-26T17:08:00Z,camara,camara,Ordinária,Conclusiva,204523,1204523,c8700b366b16159a1797c3e3bc6bda6e,NA,PL 1745/2019,Ativa,,
2254728,PL,3161,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para determinar o envio de informações atualizadas e diárias ao Congresso Nacional sobre a evolução da Covid-19",2020-06-08T09:00:00Z,camara,camara,Urgência,Plenário,NA,NA,06028c483eee8f3314c88c98473cb40d,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2250535,PL 3161/2020,Ativa,,
620193,PL,7804,"Institui a Lei de Dados Abertos, estabelecendo o Comitê Gestor de Dados Público junto ao Ministério do Planejamento, responsável pela elaboração do Manual de Dados Abertos da Administração Pública e cria a obrigatoriedade para a disponibilização de dados abertos e de interfaces de aplicações web de forma organizada e estruturada para a União, Estados, o Distrito Federal e Municípios e dá outras providências.",2014-07-15T18:47:00Z,camara,camara,Ordinária,Conclusiva,204536,1204536,ae256f943ecb4ad27c8a0d616f473fe0,NA,PL 7804/2014,Ativa,,
1806152,PL,3165,Institui o Programa de Incentivo à Revelação de Informações de Interesse Público e dá outras providências.,2015-09-30T17:35:00Z,camara,camara,Ordinária,Plenário,204523,1204523,a5fff90bb0a231482d0c6de5a295b4ac,NA,PL 3165/2015,Ativa,,
836543,PRC,263,Dispõe sobre informações sigilosas na Câmara dos Deputados e o Conselho Especial de Documentos Sigilosos.,2014-12-10T15:28:00Z,camara,NA,Prioridade,Plenário,NA,NA,94170ad32604810da8078f1fdbc2b6b5,NA,PRC 263/2014,Ativa,,
134184,PDC,739,"Aprova as contas dos Presidentes da Justiça Federal, relativas ao exercíco de 2001.",2003-09-19T00:00:00Z,camara,camara,Especial,Plenário,NA,NA,ca4baea130916dde141e00d42a151b65,NA,PDC 739/2003,Ativa,,
1050543,PEC,10,"Altera a Constituição para dispor sobre a ação civil pública de extinção do direito de posse ou de propriedade proveniente de atividade criminosa, improbidade administrativa ou enriquecimento ilícito. Confere legitimidade ao Ministério Público, à Advocacia-Geral da União e Procuradorias Estaduais, Municipais e Distrital para propositura da ação civil pública de extinção de propriedade ou posse.",2015-03-19T19:30:00Z,camara,camara,Especial,Plenário,204398,1204398,25debcc918f691a380c93b690dd19b5f,NA,PEC 10/2015,Ativa,,
2191656,PL,624,Institui a Política Nacional de Dados Abertos e dá outras providências.,2019-02-12T16:30:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,7e70fd47fb304b323258547d737f7593,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2188211,PL 624/2019,Ativa,,
2190501,PLP,2,"Altera a Lei Complementar nº 5,172, de 25 de outubro de 1965, e a Lei Complementar nº 105, de 10 de janeiro de 2001, para dispor sobre o compartilhamento de informações sigilosas para a avaliação da evolução patrimonial dos servidores públicos federais.",2019-02-04T16:45:00Z,camara,camara,Prioridade,Plenário,NA,NA,f98554f64901a73d03784afd100902a1,https://dadosabertos.camara.leg.br/api/v2/proposicoes/27049,PLP 2/2019,Ativa,,
