id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,regime_tramitacao,forma_apreciacao,relator_id,relator_id_parlametria,id_leggo,uri_prop_principal,sigla,status,,
2158425,PL,8939,"Modifica a Lei nº 12.276, de 30 de junho de 2010, que autoriza a União a ceder onerosamente à Petróleo Brasileiro S.A. - PETROBRAS o exercício das atividades de pesquisa e lavra de petróleo, de gás natural e de outros hidrocarbonetos fluidos de que trata o inciso I do art. 177 da Constituição Federal, e dá outras providências, para permitir à PETROBRAS a transferência parcial, a terceiros, de áreas contratadas no regime de cessão onerosa.

NOVA EMENTA: Altera a Lei nº 12.276, de 30 de junho de 2010, para permitir à Petróleo Brasileiro S.A. (Petrobras) a transferência parcial a terceiros de áreas contratadas no regime de cessão onerosa.",2017-10-25T14:24:00Z,camara,camara,Urgência,Plenário,141431,1141431,eab412eff6e4986bead75a4752e46cc7,NA,PL 8939/2017,Ativa,,
133943,PLC,78,"Altera a Lei nº 12.276, de 30 de junho de 2010, para permitir à Petróleo Brasileiro S.A. (Petrobras) a transferência parcial a terceiros de áreas contratadas no regime de cessão onerosa.",2018-07-05T00:00:00Z,senado,camara,Ordinária,Plenário,1,21,eab412eff6e4986bead75a4752e46cc7,NA,PLC 78/2018,Ativa,,
2120019,PL,6621,"Dispõe sobre a gestão, a organização, o processo decisório e o controle social das agências reguladoras, altera a Lei nº 9.427, de 26 de dezembro de 1996, a Lei nº 9.472, de 16 de julho de 1997, a Lei nº 9.478, de 6 de agosto de 1997, a Lei nº 9.782, de 26 de janeiro de 1999, a Lei nº 9.961, de 28 de janeiro de 2000, a Lei nº 9.984, de 17 de julho de 2000, a Lei nº 9.986, de 18 de julho de 2000, a Lei nº 10.233, de 5 de junho de 2001, a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, a Lei nº 11.182, de 27 de setembro de 2005, e a Lei nº 10.180, de 6 de fevereiro de 2001, e dá outras providências.",2016-12-06T18:27:00Z,camara,senado,Prioridade,Conclusiva,73463,173463,a7e2dab0729304a47ef5577c63300de6,NA,PL 6621/2016,Lei,,
111048,PLS,52,"Dispõe sobre a gestão, a organização e o controle social das Agências Reguladoras, acresce e altera dispositivos das Leis nº 9.472, de 16 de julho de 1997, nº 9.478, de 6 de agosto de 1997, nº 9.782, de 26 de janeiro de 1999, nº 9.961, de 28 de janeiro de 2000, nº 9.984, de 17 de julho de 2000, nº 9.986, de 18 de julho de 2000, e nº 10.233, de 5 de junho de 2001, nº 9.433 de 8 de janeiro de 1997, da Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e dá outras providências.",2013-02-26T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,a7e2dab0729304a47ef5577c63300de6,NA,PLS 52/2013,Lei,,
2192459,PEC,6,"Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências.",2019-02-20T10:37:00Z,camara,camara,Especial,Plenário,178990,1178990,d51d8c078dab1676b4c24b67fc66d4dd,NA,PEC 6/2019,Ativa,,
137999,PEC,6,"Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências.",2019-08-08T00:00:00Z,senado,camara,Ordinária,Plenário,1,21,d51d8c078dab1676b4c24b67fc66d4dd,NA,PEC 6/2019,Lei,,
2190288,MPV,870,"Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.

NOVA EMENTA: Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios; altera as Leis nºs 13.334, de 13 de setembro de 2016, 9.069, de 29 de junho de 1995, 11.457, de 16 de março de 2007, 9.984, de 17 de julho de 2000, 9.433, de 8 de janeiro de 1997, 8.001, de 13 de março de 1990, 11.952, de 25 de junho de 2009, 10.559, de 13 de novembro de 2002, 11.440, de 29 de dezembro de 2006, 9.613, de 3 de março de 1998, 11.473, de 10 de maio de 2007, e 13.346, de 10 de outubro de 2016; e revoga dispositivos das Leis nºs 10.233, de 5 de junho de 2001, e 11.284, de 2 de março de 2006, e a Lei nº 13.502, de 1º de novembro de 2017. Altera as Leis nº:  13.334, de 2016; 9.069, de 1995; 11.457, de 2007; 9.984, de 2000; 9.433, de 1997; 8.001, de 1990; 11.952, de 2009; 10.599, de 2002; 11.440, de 2006; 9.613, de 1998; 11.473, de 2007 e 13.346, de 2016. Revoga dispositivos das Leis nº 10.233, de 2001 e 11.346, de 2006. Revoga dispositivos da Medida Provisória nº 849, de 2018.",2019-01-02T13:52:00Z,camara,camara,Urgência,Plenário,NA,NA,8023a643cd263b9ef8a530ae4a2990d7,NA,MPV 870/2019,Lei,,
135064,MPV,870,Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.,2019-01-01T00:00:00Z,senado,camara,Urgência,Plenário,1,21,8023a643cd263b9ef8a530ae4a2990d7,NA,MPV 870/2019,Lei,,
2199763,MPV,881,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.

NOVA EMENTA: Institui a Declaração de Direitos de Liberdade Econômica; estabelece garantias de livre mercado; altera as Leis nºs 10.406, de 10 de janeiro de 2002 (Código Civil), 6.404, de 15 de dezembro de 1976, 11.598, de 3 de dezembro de 2007, 12.682, de 9 de julho de 2012, 6.015, de 31 de dezembro de 1973, 10.522, de 19 de julho de 2002, 8.934, de 18 de novembro 1994, o Decreto-Lei nº 9.760, de 5 de setembro de 1946 e a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; revoga a Lei Delegada nº 4, de 26 de setembro de 1962, a Lei nº 11.887, de 24 de dezembro de 2008, e dispositivos das Leis nºs 10.101, de 19 de dezembro de 2000, 605, de 5 de janeiro de 1949, 4.178, de 11 de dezembro de 1962, e do Decreto-Lei nº 73, de 21 de novembro de 1966; e dá outras providências. Altera as Leis nº: 10.406, de 2002; 6.404, de 1976; 11.101, de 2005; 11.598, de 2007; 12.682, de 2012; 6.015, de 1973 e 10.522, de 2002.  Altera o Decreto-lei nº 9.760, de 1946. Revoga a Lei Delegada nº 4, de 1962 e a Lei nº 11.887, de 2008.",2019-04-30T10:51:00Z,camara,camara,Urgência,Plenário,NA,NA,118c44a111b807ee8150f8ae25d1ca50,NA,MPV 881/2019,Ativa,,
136531,MPV,881,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.",2019-04-30T00:00:00Z,senado,camara,Urgência,Plenário,1,21,118c44a111b807ee8150f8ae25d1ca50,NA,MPV 881/2019,Lei,,
2196833,PEC,45,Altera o Sistema Tributário Nacional e dá outras providências,2019-04-03T21:31:00Z,camara,camara,Especial,Plenário,160527,1160527,e0c50cfb097ef9953e6b0150f45c2afc,NA,PEC 45/2019,Ativa,,
2207613,PL,3261,"Atualiza o marco legal do saneamento básico e altera a Lei nº 11.445, de 5 de janeiro de 2007 (Lei do Saneamento Básico), para aprimorar as condições estruturais do saneamento básico no País, a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados, a Lei nº 11.107, de 6 de abril de 2005 (Lei de Consórcios Públicos), para vedar a prestação por contrato de programa dos serviços públicos de que trata o art. 175 da Constituição Federal, a Lei nº 13.089, de 12 de janeiro de 2015 (Estatuto da Metrópole), para estender seu âmbito de aplicação às microrregiões, e a Lei nº 12.305, de 2 de agosto de 2010 (Lei de Resíduos Sólidos), para tratar de prazos para a disposição final ambientalmente adequada dos rejeitos.",2019-06-12T13:05:00Z,camara,senado,Urgência,Plenário,204527,1204527,d8a02979d2829415b1b87a300ce96d86,NA,PL 3261/2019,Ativa,,
137118,PL,3261,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas e Saneamento Básico competência para editar normas de referência sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos e Saneamento Básico; a Lei nº 11.107, de 6 de abril de 2005, para vedar a prestação por contrato de programa dos serviços públicos de que trata o art. 175 da Constituição; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; a Lei nº 12.305, de 2 de agosto de 2010, para tratar de prazos para a disposição final ambientalmente adequada dos rejeitos; a Lei nº 13.089, de 12 de janeiro de 2015, para estender seu âmbito de aplicação às microrregiões; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.",2019-06-03T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,d8a02979d2829415b1b87a300ce96d86,NA,PL 3261/2019,Ativa,,
2242583,PEC,10,"Institui regime extraordinário fiscal, financeiro e de contratações para enfrentamento da calamidade pública nacional decorrente de pandemia internacional e dá outras providências.",2020-04-01T22:07:00Z,camara,camara,Especial,Plenário,160674,1160674,554bb22bbf2e508ce083115fa3621486,NA,PEC 10/2020,Ativa,,
141443,PEC,10,"Institui regime extraordinário fiscal, financeiro e de contratações para enfrentamento da calamidade pública nacional decorrente de pandemia internacional; e dá outras providências.",2020-04-13T00:00:00Z,senado,camara,Ordinária,Plenário,1,21,554bb22bbf2e508ce083115fa3621486,NA,PEC 10/2020,Aprovada,,
2183034,PEC,439,"Suprime os artigos 106, 107, 108, 109, 110, 111, 112, 113 e 114 da Constituição Federal incluídos pela Emenda Constitucional 95/2016. Suprime dispositivos do ADCT que tratam do teto dos gastos públicos.",2018-08-14T09:36:00Z,camara,camara,Especial,Plenário,160528,1160528,cec80148002502e958d645a507a12a29,NA,PEC 439/2018,Ativa,,
136115,PEC,39,Altera o art. 20 da Constituição Federal e o art. 107 do Ato das Disposições Constitucionais Transitórias para vincular as rendas do petróleo à educação e saúde e excluir essas despesas do teto de gastos instituído pelo Novo Regime Fiscal.,2019-04-02T00:00:00Z,senado,senado,Ordinária,Plenário,5352,25352,8c68426fefc96e8f847e37ad2edea2f0,NA,PEC 39/2019,Ativa,,
136309,PEC,54,"Revoga a Emenda Constitucional nº 95, de 15 de dezembro de 2016, que altera o Ato das Disposições Constitucionais Transitórias, para instituir o Novo Regime Fiscal, e dá outras providências.",2019-04-10T00:00:00Z,senado,senado,Ordinária,Plenário,5748,25748,33f9158161f50253d875d8466ba35599,NA,PEC 54/2019,Ativa,,
2192352,PL,881,"Altera a Lei nº 4.737, de 15 de julho de 1965 - Código Eleitoral, para criminalizar o uso de caixa dois em eleições.",2019-02-19T15:48:00Z,camara,camara,Prioridade,Plenário,NA,NA,4d87343c2bed0a962ab365cadf9c3f9c,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2163252,PL 881/2019,Ativa,,
2192353,PL,882,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, a Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 8.429, de 2 de junho de 1992, a Lei nº 9.296, de 24 de julho de 1996, a Lei nº 9.613, de 3 de março de 1998, a Lei nº 10.826, de 22 de dezembro de 2003, a Lei nº 11.343, de 23 de agosto de 2006, a Lei nº 11.671, de 8 de maio de 2008, a Lei nº 12.037, de 1º de outubro de 2009, a Lei nº 12.850, de 2 de agosto de 2013, e a Lei nº 13.608, de 10 de janeiro de 2018, para estabelecer medidas contra a corrupção, o crime organizado e os crimes praticados com grave violência a pessoa.",2019-02-19T15:49:00Z,camara,camara,Prioridade,Plenário,NA,NA,cf7567910b9ad3b955a9942a88d5774b,NA,PL 882/2019,Ativa,,
2192354,PLP,38,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, e a Lei nº 4.737, de 15 de julho de 1965 - Código Eleitoral, para estabelecer regras de competência da Justiça Comum e da Justiça Eleitoral. Estabelece limites entre as instâncias para julgamentos nas esferas dos crimes comuns e dos crimes eleitorais.",2019-02-19T15:51:00Z,camara,camara,Prioridade,Plenário,204374,1204374,7e57cc47376cc09c1d4601ea04733cd9,NA,PLP 38/2019,Ativa,,
2178170,PL,10372,"Introduz modificações na legislação penal e processual penal para aperfeiçoar o combate ao crime organizado, aos delitos de tráfico de drogas, tráfico de armas e milícia privada, aos crimes cometidos com violência ou grave ameaça e crimes hediondos, bem como para agilizar e modernizar a investigação criminal e a persecução penal. Altera os Decretos-lei nº 3.689, de 1941; 2.848, de 1940 e as Leis nº 8.038, de 1990; 12.850, de 2013; 12.694, de 2012; 8.072, de 1990; 12.826, de 2003; 7.210, de 1984  e 10.201, de 2001.",2018-06-06T20:16:00Z,camara,camara,Prioridade,Plenário,98057,198057,365cfde7265924b5370fd5fdfc549762,NA,PL 10372/2018,Lei,,
136033,PL,1864,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal, a Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 8.429, de 2 de junho de 1992, a Lei nº 9.296, de 24 de julho de 1996, a Lei nº 9.613, de 3 de março de 1998, a Lei nº 10.826, de 22 de dezembro de 2003, a Lei nº 11.343, de 23 de agosto de 2006, a Lei nº 11.671, de 8 de maio de 2008, a Lei nº 12.037, de 1º de outubro de 2009, a Lei nº 12.850, de 2 de agosto de 2013, e a Lei nº 13.608, de 10 de janeiro de 2018, para estabelecer medidas contra a corrupção, o crime organizado e os crimes praticados com grave violência a pessoa.",2019-03-28T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,be3faa8bc73a1d2d09575d61ea015c2b,NA,PL 1864/2019,Ativa,,
2190282,MPV,868,"Atualiza o marco legal do saneamento básico e altera a Lei nº  9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.",2018-12-28T10:08:00Z,camara,camara,Urgência,Plenário,NA,NA,c9127699f9a374ed918550f552928c21,NA,MPV 868/2018,Ativa,,
135061,MPV,868,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições
estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.",2018-12-28T00:00:00Z,senado,camara,Urgência,Plenário,1,21,c9127699f9a374ed918550f552928c21,NA,MPV 868/2018,Caducou,,
2190237,MPV,867,"Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre a extensão do prazo para adesão ao Programa de Regularização Ambiental.

NOVA EMENTA: Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre o Programa de Regularização Ambiental e o Cadastro Ambiental Rural.",2018-12-27T11:14:00Z,camara,camara,Urgência,Plenário,NA,NA,c7b2492911f1799f04aa0753c08ed567,NA,MPV 867/2018,Ativa,,
135060,MPV,867,"Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre a extensão do prazo para adesão ao Programa de Regularização Ambiental.",2018-12-27T00:00:00Z,senado,camara,Urgência,Plenário,1,21,c7b2492911f1799f04aa0753c08ed567,NA,MPV 867/2018,Caducou,,
500183,PEC,18,"Dá nova redação ao inciso XXXIII do art. 7º da Constituição Federal, para autorizar o trabalho sob o regime de tempo parcial a partir dos quatorze anos de idade.",2011-05-03T15:20:00Z,camara,camara,Especial,Plenário,193726,1193726,8d974ba88f593b800d77db6dc6f1f0f1,NA,PEC 18/2011,Ativa,,
106330,PEC,33,"Altera a redação dos arts. 129 e 228 da Constituição Federal, acrescentando um parágrafo único para prever a possibilidade de desconsideração da inimputabilidade penal de maiores de dezesseis  anos e menores de dezoito anos por lei complementar.",2012-07-03T00:00:00Z,senado,senado,Ordinária,Plenário,635,2635,d6bea11bba17f549660904a4bc7e669f,NA,PEC 33/2012,Arquivada,,
546383,PL,3974,"Dá nova redação ao art. 406 da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-lei nº 5.452, de 1º de maio de 1943, para conferir à Justiça do Trabalho a competência para autorizar o menor a desenvolver trabalho artístico.",2012-05-30T14:58:00Z,camara,camara,Ordinária,Plenário,204405,1204405,d9f8204212bfa76133e73018379feee9,NA,PL 3974/2012,Ativa,,
120768,PLS,231,"Altera o art. 60 do Estatuto da Criança e do Adolescente para dispor sobre a participação artística, desportiva e afim.",2015-04-16T00:00:00Z,senado,senado,Ordinária,Plenário,5979,25979,43bae3f8c01c6a7f9c6fac09befc3041,NA,PLS 231/2015,Ativa,,
1594911,PL,2517,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), a Lei nº 11.343, de 23 de agosto de 2006 (Lei de Drogas), a Lei nº 12.462, de 4 de agosto de 2011, a Lei nº 12.594, de 18 de janeiro de 2012, que 'institui o Sistema Nacional de Atendimento Socioeducativo (Sinase)', e a Lei nº 12.850, de 2 de agosto de 2013 (Lei de Organização Criminosa)"".",2015-08-05T11:01:00Z,camara,senado,Prioridade,Plenário,NA,NA,3ec661e7c1211c1ef558ebff11ba8655,https://dadosabertos.camara.leg.br/api/v2/proposicoes/68352,PL 2517/2015,Ativa,,
121572,PLS,333,"Altera o Decreto-Lei nº 2.848 de 7 de dezembro de 1940 (Código Penal) e as Leis nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), e 12.594, de 18 de janeiro de 2012 (SINASE).",2015-06-02T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,3ec661e7c1211c1ef558ebff11ba8655,NA,PLS 333/2015,Ativa,,
120152,PEC,29,"Altera a Constituição Federal para acrescentar no art. 5º, a explicitação inequívoca “da inviolabilidade do direito à vida, desde a concepção.",2015-03-18T00:00:00Z,senado,senado,Ordinária,Plenário,5929,25929,1732b0b9c1dda56feb98bd12eafd0424,NA,PEC 29/2015,Ativa,,
135505,PL,1256,"Revoga o § 3º do art. 10 da Lei nº 9.504, de 30 de setembro de 1997, que prevê percentual de preenchimento mínimo de vagas para candidaturas de cada sexo.",2019-02-27T00:00:00Z,senado,senado,Ordinária,Plenário,5953,25953,d9d7113c526ad5ba3c125c29e7024d67,NA,PL 1256/2019,Arquivada,,
522447,PL,2443,"Proíbe a concessão de visto e determina a expulsão de estrangeiro condenado ou acusado em outro país da prática, participação ou financiamento de atos terroristas, alterando dispositivos da Lei nº 6.815, de 1980, que ""Define a situação jurídica do estrangeiro no Brasil e cria o Conselho Nacional de Imigração"".",2011-10-03T17:48:00Z,camara,camara,Ordinária,Plenário,178987,1178987,b32134168f30b2c633e3d02615c975c6,NA,PL 2443/2011,Ativa,,
135216,PL,663,Altera Código Penal.,2019-02-12T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,3562ced5d136a5326572b94d8b074463,https://legis.senado.leg.br/dadosabertos/materia/106404,PL 663/2019,Ativa,,
2206203,PL,3267,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.

NOVA EMENTA: Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para modificar a composição do Conselho Nacional de Trânsito e ampliar o prazo de validade das habilitações; e dá outras providências. Revoga a Lei nº 13.290, de 2016.",2019-06-04T12:39:00Z,camara,camara,Urgência,Plenário,178886,1178886,34d718f1cd9d10f46749a48041456be4,NA,PL 3267/2019,Lei,,
143258,PL,3267,"Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro); e dá outras providências.",2020-07-07T00:00:00Z,senado,camara,Ordinária,Plenário,1,21,34d718f1cd9d10f46749a48041456be4,NA,PL 3267/2019,Lei,,
2182703,PL,10708,Dispõe sobre a obrigatoriedade da divulgação da Central de Atendimento à Mulher (Disque 180) e do Serviço de Denúncia de Violações aos Direitos Humanos (Disque 100) nos estabelecimentos de acesso ao público que especifica.,2018-08-08T17:37:00Z,camara,camara,Ordinária,Conclusiva,NA,NA,1712bcd0cb7f0ec85ed1825eb4665e28,NA,PL 10708/2018,Arquivada,,
623800,PL,8042,"Dispõe sobre combate à exploração sexual de crianças e adolescentes em contratos públicos de grandes obras. Altera a Lei nº 8.666, de 1993.",2014-10-28T17:34:00Z,camara,camara,Ordinária,Plenário,NA,NA,640432223549c49dafcbf4b68fcdde71,NA,PL 8042/2014,Ativa,,
2123638,PL,6895,"Acrescenta art. 207-A ao Decreto-Lei n° 2.848, de 7 de dezembro de 1940 (Código Penal), para caracterizar como crime a exploração do trabalho infantil.",2017-02-14T20:43:00Z,camara,senado,Prioridade,Plenário,141516,1141516,bdc1a8800cb00717885b5c90fbcab0b9,NA,PL 6895/2017,Ativa,,
126104,PLS,237,"Acrescenta o art. 207-A ao Decreto-Lei no 2.848, de 7 de dezembro de 1940 – Código Penal, para caracterizar como crime a exploração do trabalho infantil.",2016-06-09T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,bdc1a8800cb00717885b5c90fbcab0b9,NA,PLS 237/2016,Ativa,,
2155637,PL,8834,"Acrescenta art. 216-B ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar o crime de molestamento sexual; altera o art. 319 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para modificar as hipóteses de internação provisória; e revoga o art. 61 do Decreto-Lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais).",2017-10-10T19:40:00Z,camara,senado,Urgência,Plenário,NA,NA,97cb86c824c259920ddbf310545558b9,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2155631,PL 8834/2017,Ativa,,
130711,PLS,312,Altera o Código Penal para prever o crime de molestamento sexual e o Código de Processo Penal para modificar as hipóteses de internação provisória.,2017-09-06T00:00:00Z,senado,senado,Ordinária,Plenário,1,21,97cb86c824c259920ddbf310545558b9,NA,PLS 312/2017,Ativa,,
556267,PL,4471,"Altera os arts. 161, 162, 164, 165, 169 e 292 do Decreto-Lei nº 3.689, de 3 de outubro de 1941- Código de Processo Penal. Trata de procedimento de perícia, exame de corpo delito, necropsia  e da instauração de inquérito nos casos em que o emprego da força policial resultar morte ou lesão corporal.",2012-09-19T18:01:00Z,camara,camara,Urgência,Plenário,160549,1160549,66ccf888166e100ecdae6dc15b5b4ab6,NA,PL 4471/2012,Ativa,,
2255191,PL,3319,"Revoga o § 2º do art. 2º e altera a redação do caput do art. 2º da Lei nº 13.260, de 16 de março de 2016, que regulamenta o disposto no inciso XLIII do art. 5º da Constituição Federal, disciplinando o terrorismo, tratando de disposições investigatórias e processuais e reformulando o conceito de organização terrorista; e altera as Leis nº 7.960, de 21 de dezembro de 1989, e 12.850, de 2 de agosto de 2013, para inserir o caráter político entre as razões motivadoras do terrorismo.",2020-06-15T18:46:00Z,camara,camara,Ordinária,Plenário,141450,1141450,3965df4685a24669895504287c4e64e4,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2082470,PL 3319/2020,Ativa,,
